cod;nome;período;valor
41;PR;2006;35.09135598
33;RJ;2006;128.208083
24;RN;2006;30.28940433
11;RO;2006;79.2084084
14;RR;2006;38.36930456
43;RS;2006;36.23106127
42;SC;2006;19.67912927
28;SE;2006;52.9098342
35;SP;2006;50.30395127
17;TO;2006;33.76143891
12;AC;2007;32.07962005
27;AL;2007;108.8192511
13;AM;2007;46.51692063
16;AP;2007;56.59358092
29;BA;2007;50.83607785
23;CE;2007;47.62781554
53;DF;2007;81.82234732
32;ES;2007;107.2210022
52;GO;2007;54.85748929
21;MA;2007;38.99857148
31;MG;2007;47.45739676
50;MS;2007;57.14362321
51;MT;2007;58.47581384
15;PA;2007;64.4983406
25;PB;2007;60.54898318
26;PE;2007;140.0719134
22;PI;2007;24.31780037
41;PR;2007;37.74362691
33;RJ;2007;112.0974476
24;RN;2007;40.09328975
11;RO;2007;54.5125905
14;RR;2007;46.23664532
43;RS;2007;44.01531005
42;SC;2007;21.25614133
28;SE;2007;50.91190495
35;SP;2007;37.3256028
17;TO;2007;32.51245981
12;AC;2008;25.11182039
27;AL;2008;133.6170453
13;AM;2008;52.44523125
16;AP;2008;63.92834436
29;BA;2008;68.01807849
23;CE;2008;46.99195583
53;DF;2008;93.01223891
32;ES;2008;113.4525646
52;GO;2008;68.75756676
21;MA;2008;43.32921495
31;MG;2008;45.46319096
50;MS;2008;55.86362026
51;MT;2008;70.17731468
15;PA;2008;81.61728404
25;PB;2008;72.0394086
26;PE;2008;136.2440134
22;PI;2008;22.67706088
41;PR;2008;45.22463216
33;RJ;2008;97.18344191
24;RN;2008;51.28297948
11;RO;2008;57.18913483
14;RR;2008;38.93685458
43;RS;2008;43.10662261
42;SC;2008;24.97059712
28;SE;2008;55.15648312
35;SP;2008;32.17993714
17;TO;2008;33.10044583
12;AC;2009;35.45943733
27;AL;2009;129.0034975
13;AM;2009;54.37207517
16;AP;2009;60.32215083
29;BA;2009;79.42967532
23;CE;2009;44.55788138
53;DF;2009;96.38970413
