Num,ID,CODIGO_ID,ANO,DESAGREGAÇÃO,ESPVIDA,FECTOT,MORT1,MORT5,SOBRE40,SOBRE60,RAZDEP,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,T_ATRASO_2_BASICO,T_ATRASO_2_FUND,T_FBBAS,T_FBBAS_tudo,T_FBFUND,T_FBFUND_tudo,T_FBMED,T_FBMED_tudo,T_FBSUPER,T_FLBAS,T_FLBAS_tudo,T_FLFUND,T_FLFUND_tudo,T_FLMED,T_FLMED_tudo,T_FLSUPER,T_FREQ0A5,T_FREQ15A17,T_FREQ18A24,T_FREQ25A29,T_FREQ5A6,T_FREQ6A14,T_FREQ6A17,T_FREQFUND1517,T_FREQFUND1824,T_FREQMED1824,T_FUND11A13,T_FUND11A13_tudo,T_FUND15A17,T_FUND18A24,T_FUND18M,T_FUND25M,T_MED18A20,T_MED18A24,T_MED18M,T_MED25M,T_SUPER25M,CORTE1,CORTE2,CORTE3,CORTE4,CORTE9,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,PREN10RICOS,PREN20,PREN20RICOS,PREN40,PREN60,PREN80,PRENTRAB,R1040,R2040,RDPC,RDPC1,RDPC10,RDPC2,RDPC3,RDPC4,RDPC5,RDPCT,RIND,RMPOB,RPOB,THEIL,P_AGRO,P_COM,P_CONSTR,P_EXTR,P_SERV,P_SIUP,P_TRANSF,P_CPR,P_EMP,P_FORMAL,P_TRABCC,P_TRABPUB,P_TRABSC,P_FUND,P_MED,P_SUPER,P_REN0,P_REN1,P_REN2,P_REN3,P_REN5,RENOCUP,THEILtrab,T_ATIV1014,T_ATIV1517,T_ATIV1824,T_ATIV18M,T_ATIV2529,T_DES1014,T_DES1517,T_DES1824,T_DES18M,T_DES2529,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,T_AGUA_ESGOTO,T_PAREDE,T_CRIFUNDIN_TODOS,T_FORA0A5,T_FORA6A14,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_OCUPDESLOC_1,T_RMAXIDOSO,T_SLUZ,T_VULNERA_NESTUDA_NTRAB_MMEIO,T_VULNERA_RMAXIDOSO,T_VULNERA_OCUPDESLOC_13,PEA1014,PEA1517,PEA18M,PESO1,PESO1114,PESO1113,PESO1214,PESO13,PESO15,PESO1517,PESO1524,PESO1618,PESO18,PESO1820,PESO1824,PESO1921,PESO25,PESO4,PESO5,PESO6,PESO610,PESO617,PESO65,PESORUR,PESOTOT,PESOURB,PESO80,PESO0a4,PESO5A9,PESO10a14,PESO15A19,PESO20A24,PESO25A29,PESO30A34,PESO35A39,PESO40A44,PESO45A49,PESO50A54,PESO55A59,PESO60A64,PESO65A69,PESO70A74,PESO75A79,PIA,PIA1014,PIA1517,PIA18M,POP,I_ESCOLARIDADE,I_FREQ_PROP,IDHM,IDHM_E,IDHM_L,IDHM_R
27,2010000027,Alagoas,2010,RURAL,"68,68","2,84","33,22","36,28","91,90","79,39","63,92","6,12","8,49","10,74","8,05","38,20","13,44","41,72","26,08","49,68","33,32","25,61","112,25","112,25","128,20","128,20","63,86","63,86","5,14","90,16","90,16","93,00","93,00","25,22","25,22","2,19","31,43","78,32","29,57","11,26","86,88","94,82","90,73","51,68","11,99","13,84","79,52","77,87","29,22","41,82","20,43","14,41","11,79","15,46","9,16","7,39","1,01","29,75","91,75","154,00","255,00","382,86","0,54","33,10","42,55","56,47","71,13","80,64","91,63","39,34","1,82","56,32","8,27","21,53","43,68","52,22","19,04","13,89","182,45","16,63","717,84","58,79","120,96","202,12","523,65","190,70","29,01","60,47","100,53","0,54","70,87","4,21","2,99","0,19","13,37","0,41","5,23","19,13","0,29","21,14","18,21","1,69","23,34","21,75","10,65","1,38","40,76","74,41","96,74","98,49","99,40","289,91","0,39","17,97","32,68","52,15","55,65","59,82","3,51","6,23","11,46","5,66","8,45","43,91","38,69","42,53",,"97,63","33,82","12,59","67,09","68,57","5,18","59,11","49,86","72,48","3,23","8,14","2,37","30,36","73,79","6,92",18405,18886,275421,15234,81890,60536,62131,46807,504298,57894,166635,54316,446404,48911,108741,46294,337663,16386,16533,16724,93586,233370,50323,,822634,,9883,78450,89302,102707,91115,75520,64810,57317,47877,44387,37433,31729,28029,23635,18622,13265,8553,655127,102433,57787,494906,815019,"0,204","0,519","0,518","0,380","0,728","0,503"
27,2010000027,Alagoas,2010,URBANO,"70,99","2,04","26,53","28,99","93,94","83,50","51,12","70,98","9,32","6,09","4,35","18,95","6,04","20,26","10,97","23,75","24,52","18,18","114,19","114,19","123,98","123,98","85,10","85,10","26,27","91,41","91,41","93,43","93,43","38,05","38,05","11,71","41,28","81,99","33,61","15,07","89,48","95,43","92,04","41,79","8,07","12,83","85,08","83,54","43,93","62,67","47,12","43,31","31,26","37,54","31,93","30,55","8,77","116,00","199,71","323,33","569,75","1005,00","0,61","10,77","17,29","26,35","40,28","52,28","69,11","51,02","2,40","65,56","8,32","17,97","34,44","71,02","24,52","15,72","522,07","62,60","2663,86","154,65","251,75","429,94","1707,64","524,67","35,37","78,35","137,68","0,71","8,79","18,46","7,59","0,25","49,29","1,14","8,06","20,97","1,58","52,88","40,64","7,52","25,67","56,48","41,11","11,57","4,27","30,00","78,98","86,70","92,74","1026,82","0,54","5,12","21,22","57,74","59,68","69,73","22,03","35,01","25,77","12,01","14,55","91,45","88,87","32,36","96,16","99,47","5,65","2,54","42,18","58,72","4,57","33,62","24,82","44,18","2,76","8,25","0,53","36,67","66,82","10,39",12065,28970,907455,37955,187879,139291,141900,115477,1657958,137350,436414,132979,1520608,125938,299064,124917,1221544,40056,40290,40466,218100,543329,137432,,193633,,28372,193633,210813,235456,221877,214537,207194,189152,164036,148700,124209,101929,83519,65373,48944,36122,23994,1892584,235434,136532,1520618,2277388,"0,471","0,624","0,664","0,568","0,767","0,671"
28,2010000028,Sergipe,2010,RURAL,"69,59","2,57","28,16","30,44","92,98","80,89","59,49","6,71","8,22","7,63","4,59","33,09","8,86","36,31","19,72","43,55","38,25","30,40","112,32","112,32","130,28","130,28","61,77","61,77","5,21","92,50","92,50","95,54","95,54","25,62","25,62","2,62","39,08","82,36","29,53","9,60","93,15","96,81","93,02","55,32","11,19","14,27","73,30","72,36","29,27","46,03","22,70","16,55","14,29","19,02","10,90","8,76","1,48","60,00","115,40","178,00","302,00","478,00","0,50","23,61","32,74","48,89","65,13","75,30","89,18","35,72","2,84","53,04","11,16","24,91","46,96","57,26","12,80","9,52","211,76","30,05","756,31","88,14","145,51","233,54","562,41","216,80","35,27","71,39","114,43","0,44","65,04","4,82","5,27","0,43","16,15","0,40","5,85","29,20","0,35","20,35","15,96","2,10","30,09","23,60","12,19","1,85","24,89","72,34","96,46","98,33","99,40","324,00","0,38","13,05","30,19","57,80","60,99","67,10","6,04","9,64","13,45","6,02","7,29","56,08","52,20","36,07",,"97,89","32,84","9,89","62,45","60,92","3,19","55,92","43,96","70,62","2,73","7,04","2,11","27,45","71,63","6,44",8440,11637,208147,9271,51519,38424,38739,28966,344653,37770,108683,35561,306883,31370,70913,30327,235970,10562,10499,10252,56972,146261,36721,,547651,,7799,48554,54349,64641,59228,49455,43498,40474,35454,31556,26225,21447,19423,16626,13046,9480,6396,444498,64675,38543,341280,543512,"0,227","0,525","0,537","0,397","0,743","0,526"
28,2010000028,Sergipe,2010,URBANO,"72,96","1,78","19,55","21,15","95,65","86,79","45,99","74,95","9,37","3,59","2,99","13,07","3,58","13,92","5,79","16,45","26,18","19,72","117,93","117,93","127,02","127,02","92,50","92,50","34,13","93,71","93,71","95,49","95,49","39,51","39,51","16,16","46,69","86,47","37,76","16,58","95,26","97,33","94,47","44,53","6,64","13,99","85,30","83,73","44,94","70,85","54,79","50,85","36,63","45,20","38,79","37,22","10,80","138,33","249,40","387,60","724,83","1303,33","0,61","7,42","12,67","20,34","32,79","43,80","61,19","50,22","2,58","65,28","8,49","18,19","34,72","72,17","23,67","15,37","635,67","81,95","3192,57","187,77","308,50","525,26","2073,29","637,20","38,38","83,02","145,31","0,69","7,46","17,91","8,20","1,03","49,95","1,20","8,14","22,87","1,92","55,28","42,75","7,63","21,57","62,02","46,32","12,98","3,73","27,37","76,27","84,75","91,54","1120,73","0,55","4,98","21,77","63,06","64,78","76,40","24,48","29,52","23,33","11,40","13,88","94,22","93,04","26,65","97,14","99,65","3,17","1,02","33,63","53,31","2,67","26,27","17,66","37,29","2,04","6,92","0,35","31,50","68,52","9,12",7147,19015,676759,23987,113965,84886,85870,72463,1131688,87438,294127,85818,1044250,83882,206689,85700,837561,24615,24533,23916,129752,331155,90262,,120428,,20376,120428,124720,143530,142817,151310,146003,129904,113111,104385,87775,69365,54408,42348,30909,23172,15805,1275519,143534,87338,1044646,1511213,"0,548","0,655","0,702","0,617","0,799","0,703"
29,2010000029,Bahia,2010,RURAL,"69,87","2,53","27,17","29,35","93,18","81,43","57,91","8,28","7,94","6,76","3,98","29,78","6,65","32,43","13,85","38,71","37,16","30,90","116,53","116,53","133,32","133,32","69,23","69,23","3,85","92,07","92,07","94,71","94,71","28,53","28,53","1,45","34,95","82,30","28,39","11,16","91,24","96,70","92,93","51,63","11,10","14,04","73,82","72,17","33,34","49,09","21,73","15,06","17,76","21,73","10,79","8,12","0,82","38,14","106,60","177,50","305,83","477,00","0,52","28,60","38,92","49,99","66,96","74,89","89,22","36,72","1,90","54,56","9,08","22,74","45,44","52,91","16,18","12,00","207,46","19,75","761,73","74,42","141,75","235,42","565,07","215,63","30,33","62,42","106,70","0,51","70,50","3,95","4,32","0,37","14,61","0,40","3,23","26,16","0,34","16,64","12,64","1,81","29,38","23,42","12,50","1,10","32,96","74,69","97,00","98,72","99,48","292,63","0,41","17,26","33,36","57,82","59,61","66,80","7,11","10,54","12,11","6,16","8,50","50,80","44,19","30,48",,"88,77","24,33","10,67","61,56","65,05","3,30","54,91","42,32","72,99","2,28","10,09","11,23","28,15","77,42","6,00",74035,86780,1514053,59536,339052,252579,255875,186051,2566365,260397,761689,249362,2305968,223065,501292,212191,1804676,66989,71184,71829,390665,990114,324255,,3914430,,73381,310416,373092,427809,412335,349354,314564,276169,236748,227131,198561,175675,152628,135693,110846,84509,55519,3229192,428968,260127,2540097,3896181,"0,217","0,540","0,538","0,398","0,748","0,523"
29,2010000029,Bahia,2010,URBANO,"72,97","1,90","19,36","20,93","95,69","86,78","45,71","92,10","8,96","3,58","2,12","11,28","2,54","12,00","3,97","14,16","25,75","20,35","119,19","119,19","126,50","126,50","98,63","98,63","25,87","92,81","92,81","94,68","94,68","41,21","41,21","10,29","45,00","84,29","31,97","14,58","94,38","96,95","93,63","40,68","6,72","13,83","83,58","81,63","47,66","70,58","54,82","51,22","34,34","43,87","38,70","37,52","8,39","137,50","248,50","382,50","666,67","1160,00","0,60","8,04","13,30","20,47","32,82","44,10","61,40","50,41","2,60","64,54","8,78","18,83","35,46","73,67","22,97","14,75","609,02","79,21","3070,23","188,13","306,07","506,47","1972,16","610,86","37,27","80,52","144,81","0,69","9,01","18,31","9,00","0,58","48,02","1,17","7,89","21,87","1,83","51,95","41,52","5,30","26,05","62,78","46,52","10,28","4,04","29,30","77,65","86,46","92,87","1053,20","0,55","6,81","26,64","66,50","66,46","77,99","27,91","33,05","23,08","12,06","14,55","92,80","90,57","26,91","95,35","99,43","3,54","1,72","31,30","55,00","3,05","25,33","16,35","37,83","2,01","8,55","0,57","32,79","66,65","9,20",61994,148676,4695880,149691,722066,539574,540800,450315,7623700,560143,1869954,555039,7063557,532003,1309811,526013,5753746,151266,158712,159322,848530,2130739,690223,,749468,,159020,749468,817556,911752,914946,955008,994297,894654,745601,676483,582394,488061,380998,301035,229406,178484,123313,8534917,910593,558101,7066223,10036837,"0,548","0,650","0,699","0,614","0,800","0,696"
31,2010000031,Minas Gerais,2010,RURAL,"74,25","2,29","17,20","19,72","93,12","81,30","51,43","8,93","8,56","2,16","1,84","17,90","3,00","19,27","5,83","22,37","23,16","19,63","104,71","104,71","116,42","116,42","71,84","71,84","6,90","90,44","90,44","93,89","93,89","41,20","41,20","4,02","22,85","76,86","19,19","6,44","80,66","96,25","91,16","33,62","4,74","9,60","85,99","84,05","49,96","56,82","24,00","17,74","25,54","26,48","11,63","8,80","1,83","107,00","190,00","300,00","509,50","660,00","0,52","12,19","18,32","28,48","45,01","54,38","75,21","39,67","2,85","54,80","10,93","24,16","45,20","67,13","14,51","9,83","366,96","52,26","1455,75","148,36","242,64","386,07","985,96","377,21","27,62","73,93","134,21","0,49","68,96","3,72","3,51","0,75","14,51","0,27","4,87","28,10","0,66","31,75","23,33","2,71","27,12","26,12","13,12","2,25","20,79","48,66","90,84","95,91","98,14","569,64","0,38","13,16","33,81","63,26","62,51","69,57","6,23","10,26","8,33","3,51","4,75","83,85","79,83","21,33",,"96,69","8,78","4,58","54,76","77,15","3,75","50,22","29,17","63,92","1,12","8,43","3,31","31,77","75,22","5,67",37418,57436,1244957,37501,227455,168042,172881,118166,1966176,169608,490785,160227,1796568,143579,321177,137764,1475391,44023,44906,45214,250693,647756,257449,,2882114,,47211,198336,238278,284776,267256,223529,212471,204965,194548,192711,182331,162673,144968,117823,92167,70685,47386,2445900,284354,169870,1991676,2859897,"0,240","0,605","0,608","0,445","0,821","0,615"
31,2010000031,Minas Gerais,2010,URBANO,"75,52","1,73","14,66","16,82","93,90","83,29","42,81","124,03","9,54","1,12","0,94","6,59","1,06","7,00","1,62","8,23","16,33","13,45","111,74","111,74","116,00","116,00","100,20","100,20","33,10","93,39","93,39","95,35","95,35","54,85","54,85","16,64","43,85","84,85","30,37","13,84","94,43","97,80","94,30","27,17","2,90","9,98","91,88","89,76","63,08","78,91","55,92","51,16","45,63","52,02","38,87","36,15","12,03","236,67","379,89","549,75","949,71","1516,75","0,55","1,99","4,00","7,96","15,67","24,46","40,77","45,47","3,69","60,00","11,15","22,58","40,00","73,66","16,31","10,73","815,58","150,66","3708,87","304,14","465,82","710,64","2439,16","816,06","37,43","93,36","168,99","0,54","7,55","16,30","8,70","1,00","46,84","0,98","12,99","19,12","2,26","66,73","51,21","7,29","18,35","63,79","45,73","13,82","2,09","14,60","69,94","82,67","91,37","1258,34","0,44","5,76","32,07","72,96","67,99","82,60","24,34","27,88","13,94","6,76","7,91","97,97","97,51","18,50","97,85","99,81","0,65","0,35","25,77","56,15","2,20","21,89","9,08","31,57","1,07","7,73","0,19","33,44","66,84","9,95",80887,280321,8272356,210302,1122516,832931,848161,641222,13042585,871962,2961984,863865,12170623,877709,2090022,891031,10080601,224380,229380,228601,1242205,3236683,1337738,,1078530,,282831,1078530,1190717,1403384,1452019,1509965,1492220,1390714,1221910,1181066,1112252,970986,776161,597554,449631,354543,250733,14445081,1403254,874059,12167769,16611208,"0,559","0,738","0,750","0,673","0,842","0,743"
32,2010000032,Espírito Santo,2010,RURAL,"74,05","2,10","16,14","18,62","91,93","80,65","46,71","7,49","8,70","1,63","1,22","15,14","2,59","16,28","4,53","19,05","20,51","17,80","101,13","101,13","112,53","112,53","69,67","69,67","9,20","89,44","89,44","93,76","93,76","43,56","43,56","5,42","27,67","73,99","16,57","5,09","83,05","96,33","90,39","27,58","3,47","6,84","87,40","85,97","54,80","59,97","27,67","21,13","30,42","31,61","14,24","10,72","1,98","128,83","224,40","340,00","510,00","750,40","0,48","7,65","11,32","22,19","35,64","47,83","67,49","36,40","3,78","51,33","12,59","26,69","48,67","72,35","11,56","8,26","397,00","75,13","1444,97","174,81","279,85","436,38","1031,91","406,30","28,31","81,02","144,62","0,40","73,14","4,14","2,44","1,09","12,11","0,29","3,42","38,00","0,57","29,88","18,04","2,32","29,03","29,95","15,74","2,39","15,66","52,51","90,36","95,48","98,27","560,26","0,35","18,81","44,34","72,00","70,83","77,03","3,96","7,16","6,61","2,58","2,64","94,76","93,25","18,87",,"99,70","3,43","1,77","52,01","72,33","3,67","46,43","25,34","60,20","0,53","5,61","0,30","27,17","72,72","2,55",10133,14742,289668,8055,43164,32113,32726,24403,399288,32539,101846,30929,366749,29475,69307,29107,297442,8674,9087,9143,48863,124566,43723,,583480,,8916,40935,47233,53881,52143,49703,48540,46541,42143,40420,37351,32692,28000,20175,15143,11468,8196,496074,53881,33248,408945,576591,"0,277","0,639","0,628","0,484","0,818","0,627"
32,2010000032,Espírito Santo,2010,URBANO,"75,32","1,75","13,75","15,87","92,70","82,61","42,58","101,17","9,50","1,35","1,06","6,62","1,10","7,01","1,63","8,29","16,17","13,10","108,50","108,50","113,53","113,53","94,14","94,14","33,44","92,39","92,39","94,71","94,71","52,70","52,70","16,60","48,39","82,47","28,71","12,69","92,66","97,12","93,32","26,57","2,64","8,72","90,47","88,57","62,71","79,90","60,57","56,41","47,71","54,38","43,41","41,05","12,84","249,83","399,75","602,50","1066,50","1791,67","0,55","1,68","3,34","7,03","13,75","22,67","37,80","45,42","3,52","60,72","10,52","21,54","39,28","75,37","17,27","11,52","898,18","158,05","4079,91","314,42","494,68","796,74","2721,11","898,67","37,63","94,74","170,54","0,55","5,29","17,70","9,29","1,62","48,78","1,07","10,52","19,24","2,73","67,71","52,92","6,66","17,24","68,02","50,48","14,78","1,51","12,98","65,52","78,87","88,99","1422,44","0,46","5,25","31,90","72,33","69,01","82,54","31,81","31,38","15,46","7,58","8,73","98,21","97,61","20,93","97,93","99,85","0,50","0,84","24,02","51,61","2,88","20,09","8,48","28,31","1,15","7,01","0,15","37,63","67,90","11,66",13050,47430,1457850,40064,197589,147674,149213,120876,2261879,150097,522882,148518,2111782,150829,372785,155285,1738997,41494,42724,42497,225774,573460,205894,,203506,,43368,203506,217662,248425,249386,273496,274092,253221,216571,204720,190418,166706,132422,94953,69236,54178,39112,2509777,248495,148672,2112610,2915662,"0,606","0,734","0,760","0,689","0,839","0,759"
33,2010000033,Rio de Janeiro,2010,RURAL,"73,42","2,10","17,51","20,20","91,58","79,65","47,17","7,83","8,14","1,87","1,88","13,95","2,19","14,90","4,47","17,28","30,11","25,17","111,28","111,28","124,66","124,66","72,75","72,75","8,77","91,94","91,94","95,22","95,22","35,66","35,66","4,23","40,85","82,06","23,82","8,62","92,00","96,61","92,86","43,69","5,67","11,71","78,79","77,33","42,58","62,26","34,82","29,67","28,47","32,37","19,15","16,67","3,26","155,20","254,67","372,50","548,75","800,67","0,47","5,34","8,29","17,47","29,68","43,35","62,38","37,44","4,22","52,16","13,26","26,95","47,84","73,13","11,30","7,83","443,48","93,50","1660,56","200,43","303,65","463,12","1150,97","451,42","26,16","85,73","156,13","0,39","33,39","9,04","8,81","1,14","35,65","0,80","7,23","25,88","0,86","45,01","36,80","2,98","27,73","37,98","21,84","3,70","7,02","27,95","85,97","93,54","97,40","736,88","0,27","7,02","25,13","63,99","63,97","74,69","12,93","15,81","13,94","6,53","7,86","88,78","88,26","29,57",,"99,22","7,99","1,42","47,87","59,15","3,39","43,26","23,53","51,41","1,54","7,01","0,78","32,25","70,18","8,66",3457,7278,236360,6919,39496,29521,29680,21491,359724,29102,88088,27742,330622,26288,58986,25667,271636,7719,7832,8062,43843,112441,41136,,525690,,7712,36194,41514,49657,46665,41423,40904,41232,38601,38017,34633,30337,25501,19876,15048,11132,7244,447694,49242,28964,369487,521163,"0,348","0,605","0,640","0,503","0,807","0,645"
33,2010000033,Rio de Janeiro,2010,URBANO,"75,18","1,67","14,00","16,16","92,61","82,40","42,93","145,70","9,22","1,58","0,95","3,91","0,97","4,10","1,37","4,67","20,65","16,43","118,31","118,31","122,30","122,30","106,99","106,99","34,87","93,36","93,36","94,69","94,69","48,64","48,64","15,75","48,42","87,07","34,23","15,47","93,53","96,97","94,39","35,17","4,37","12,64","87,24","84,55","56,21","79,77","65,62","63,08","43,45","52,30","46,40","45,34","14,66","254,86","420,67","650,00","1204,75","2130,50","0,59","1,86","3,85","6,88","13,86","21,55","37,02","49,26","3,02","64,23","9,25","19,20","35,77","69,76","21,30","13,88","1059,49","160,23","5218,67","329,85","526,83","877,92","3401,51","1060,55","35,60","91,32","169,21","0,64","1,05","16,83","8,16","0,95","56,37","1,11","8,67","19,94","1,99","67,65","53,99","6,26","16,78","72,00","53,53","16,92","1,34","10,73","62,33","76,47","86,73","1597,08","0,48","3,91","18,86","64,12","64,70","78,54","31,34","31,55","18,91","8,42","10,23","95,29","94,95","30,36","97,59","99,94","1,46","0,40","21,38","51,58","3,03","17,51","6,91","25,39","1,97","7,04","0,06","34,29","66,93","22,71",49135,139991,7416323,188610,996388,746199,748235,566495,12205965,744085,2484977,727086,11461880,731740,1740892,744191,9720988,196710,203875,202755,1106590,2847063,1386253,,951421,,297129,951421,1051477,1255376,1223611,1261366,1323444,1281539,1151824,1104854,1067314,969061,803356,633343,461819,365150,262155,13460479,1255867,742134,11462478,15374751,"0,656","0,701","0,766","0,686","0,836","0,785"
35,2010000035,São Paulo,2010,RURAL,"74,46","2,21","16,28","18,61","94,12","82,36","44,78","7,56","9,98","1,37","0,84","8,93","1,80","9,54","3,34","11,03","13,54","11,19","106,59","106,59","113,04","113,04","88,28","88,28","11,29","91,29","91,29","93,32","93,32","53,48","53,48","6,27","33,96","79,44","17,14","7,24","88,52","96,69","92,20","23,20","2,75","7,15","91,35","88,32","64,66","70,55","39,14","33,06","39,76","39,94","22,09","18,64","4,11","194,40","307,33","466,67","699,17","1003,33","0,49","3,19","4,85","11,26","19,98","31,96","50,10","39,88","4,28","54,28","13,00","26,29","45,72","76,42","12,27","8,34","574,59","122,83","2291,35","250,62","381,80","558,17","1558,12","580,17","26,58","88,19","162,38","0,43","43,06","7,04","5,47","0,33","26,65","0,56","10,26","23,45","1,21","53,95","46,43","1,48","20,63","43,43","25,72","4,87","7,86","24,18","80,77","90,84","96,08","913,71","0,36","7,42","32,22","64,97","64,44","67,96","10,59","16,20","10,16","4,41","5,69","92,11","91,39","27,93",,"99,22","4,44","1,87","35,27","66,04","3,31","33,58","13,70","43,09","1,02","5,47","0,78","35,45","65,27","10,12",11332,28832,770781,20967,121677,90663,91507,65925,1159730,88790,283618,84537,1070940,82007,194828,82570,876112,24156,24749,24497,133867,344334,126738,,1676948,,21846,111629,127710,152583,142757,140861,140866,135620,125296,118104,109354,97299,81620,66511,48024,34896,21972,1438180,152655,89472,1196053,1591630,"0,391","0,711","0,691","0,583","0,824","0,687"
35,2010000035,São Paulo,2010,URBANO,"75,76","1,64","13,73","15,71","94,84","84,40","41,33","121,22","10,35","1,05","0,83","4,06","0,89","4,27","1,17","4,93","10,89","8,77","114,38","114,38","114,25","114,25","114,75","114,75","37,44","92,98","92,98","93,69","93,69","61,87","61,87","17,34","51,49","85,62","29,65","15,23","94,76","97,09","94,09","20,21","2,59","8,46","93,22","89,84","71,52","83,51","63,88","60,06","52,86","58,62","45,79","43,30","15,55","300,00","499,83","733,25","1254,67","2083,50","0,56","1,08","2,19","4,39","8,84","15,49","27,58","46,83","3,62","61,45","10,74","21,44","38,55","75,97","17,45","11,42","1105,08","199,90","5175,38","393,29","591,73","945,27","3386,24","1105,46","36,95","93,72","174,29","0,57","2,74","15,60","6,91","0,17","49,22","0,89","16,37","18,28","2,39","72,13","60,16","3,66","14,52","71,84","53,64","17,86","1,31","10,23","58,76","74,52","86,58","1679,96","0,45","4,89","31,96","75,27","68,98","83,05","31,96","31,81","14,59","7,15","8,08","97,60","97,36","28,68","99,62","99,93","0,45","0,74","17,78","48,51","2,91","15,71","4,59","25,27","1,19","6,93","0,07","37,48","66,28","21,25",155135,607200,20150630,499394,2528934,1888736,1902376,1521909,31116255,1901457,6657978,1874293,29214798,1933466,4756521,1996326,24458277,530211,539890,529772,2836429,7266820,3107689,,2563743,,645962,2563743,2732923,3172330,3161151,3496827,3648923,3420827,3058825,2862570,2643769,2338805,1906371,1470498,1061062,821309,579356,34285074,3172903,1900053,29212118,39352473,"0,639","0,781","0,788","0,730","0,846","0,792"
41,2010000041,Paraná,2010,RURAL,"74,30","2,34","13,90","16,01","93,31","82,68","48,33","8,06","9,88","1,11","0,99","10,68","1,70","11,53","2,84","13,30","17,57","14,72","103,70","103,70","113,04","113,04","78,64","78,64","13,31","90,50","90,50","93,18","93,18","48,29","48,29","8,34","23,92","76,62","20,76","6,85","81,41","96,91","91,40","25,67","3,40","8,01","89,48","87,11","59,67","66,40","31,02","24,66","36,76","37,31","16,60","12,88","2,41","159,33","264,25","408,67","633,33","931,43","0,50","6,75","10,23","17,07","27,76","38,99","56,74","38,86","3,52","53,94","12,06","25,53","46,06","74,75","12,89","8,96","498,44","87,75","1936,84","212,71","335,78","511,72","1345,54","507,98","27,18","77,07","147,36","0,45","65,58","4,35","3,82","0,35","14,64","0,35","7,49","40,41","0,66","43,89","25,78","1,27","16,77","34,96","19,25","3,08","16,68","42,92","85,11","92,76","96,90","732,22","0,41","19,82","45,00","72,15","70,63","77,31","2,64","7,65","5,42","2,21","3,23","94,27","89,00","19,71",,"98,20","4,13","3,78","43,81","76,08","3,09","41,69","19,38","51,83","0,74","6,23","1,80","28,20","74,56","6,24",29463,41689,751036,19561,119647,88118,91450,61002,1046134,92504,255480,86004,953630,73960,162976,69955,790654,22861,23696,23017,128236,340387,123440,,1531834,,20577,104094,122303,149276,143123,112357,107279,107549,110027,112722,105193,92073,79173,63225,47002,33939,21922,1304628,148661,92636,1063330,1512563,"0,310","0,668","0,656","0,517","0,822","0,664"
41,2010000041,Paraná,2010,URBANO,"74,92","1,80","12,89","14,85","93,72","83,67","43,03","109,09","10,54","0,93","0,78","5,43","0,78","5,77","1,15","6,81","14,02","11,59","109,35","109,35","112,62","112,62","100,52","100,52","39,49","91,93","91,93","93,45","93,45","54,72","54,72","20,03","45,78","81,46","31,89","14,64","92,02","97,67","93,29","22,27","2,56","8,30","92,72","89,88","66,74","80,35","59,58","55,29","49,83","55,09","42,15","39,47","14,50","293,33","471,67","674,00","1139,33","1836,67","0,53","1,15","2,27","4,65","9,29","16,41","28,27","43,38","4,02","58,29","11,92","23,61","41,71","77,64","14,56","9,78","957,83","192,38","4155,31","378,29","560,28","866,42","2789,70","958,17","38,36","94,35","174,51","0,50","5,67","17,23","8,02","0,24","45,79","1,17","15,97","19,60","3,32","69,31","55,66","4,57","15,31","67,84","49,25","16,41","1,83","12,86","62,39","77,67","88,81","1476,17","0,43","6,28","37,23","76,30","70,93","84,91","20,90","23,26","10,43","4,90","5,55","98,67","98,00","16,37","99,18","99,84","0,43","1,68","22,12","54,22","2,33","20,27","6,73","28,22","0,66","7,24","0,16","35,23","70,91","10,04",47776,176297,4556458,118767,607087,449682,460922,358974,6896865,473408,1574483,466816,6423457,469451,1101075,472632,5322382,126569,127973,124813,670824,1751319,665388,,609943,,125022,609943,646089,759795,785508,788975,772953,728828,677343,653926,594991,500545,409506,318902,238178,179717,122471,7657959,760738,473512,6423709,8867232,"0,596","0,753","0,764","0,697","0,832","0,769"
